,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
1033,11034,773,0.109288585273655,139465,20,3,14,7618,10,2,Mortgage,Masters,Single,22,0.15244755,60944.0,0.157701,-0.005253450571250928,0.20684818090019075
1034,11035,522,0.2692644426631165,126646,61,6,6,7104,6,29,Rent,High School,Widowed,24,0.16934347,134976.0,0.17580336,-0.006459893323211674,0.23444707104150506
1035,11036,528,0.0001734286728399,72846,73,7,18,2219,0,3,Own,High School,Single,22,0.16811848,33285.0,0.17021313,-0.0020946530966949595,0.2324083987344735
1036,11037,332,0.5097533871913349,166021,83,0,0,7076,11,6,Rent,Masters,Widowed,6,0.1640956,134444.0,0.18162522,-0.017529617199325553,0.22575540935063865
1037,11038,674,0.6407554322260336,50654,33,1,10,6231,5,8,Rent,PhD,Widowed,4,0.16193493,118389.0,0.16969746,-0.00776253351242065,0.222208484956902
1038,11039,700,0.3165369318758103,36837,40,8,6,10057,4,10,Rent,Masters,Widowed,22,0.0,50285.0,0.0026608473,-0.002660847268998623,0.0
1039,11040,784,0.422553992095127,76631,80,9,16,9020,4,14,Rent,Masters,Widowed,26,0.0,171380.0,0.0029510513,-0.002951051341369748,0.0
1040,11041,614,0.6082119185225389,103627,33,9,7,14154,18,15,Mortgage,High School,Divorced,7,0.1576227,155694.0,0.16470347,-0.0070807734487533525,0.2151839858457724
1041,11042,773,0.3065757520587573,74478,74,7,10,7994,3,18,Rent,PhD,Widowed,15,0.0,71946.0,0.003878621,-0.00387862091884017,0.0
1042,11043,746,0.4129763091517641,169014,71,8,11,13077,6,6,Rent,Masters,Single,6,0.0,117693.0,0.0039547184,-0.003954718355089426,0.0
1043,11044,300,0.67281724691983,174370,64,8,7,15028,3,7,Rent,PhD,Widowed,8,0.15965566,210392.0,0.1650694,-0.005413741264190669,0.21848663727538176
1044,11045,669,0.1114259231323081,38072,43,1,14,19368,0,12,Rent,Masters,Married,1,0.15341517,387360.0,0.15738823,-0.003973055197792064,0.20839901596157814
1045,11046,762,0.557394347897432,120020,76,9,3,14547,13,21,Rent,Masters,Widowed,15,0.0,247299.0,0.07411523,-0.07411523163318634,0.0
1046,11047,555,0.7607956945306897,113842,81,9,11,12481,0,4,Mortgage,High School,Widowed,20,0.16588195,249620.0,0.1681993,-0.0023173507659912107,0.22870173172730163
1047,11048,604,0.4793270368495074,171781,32,7,2,1531,13,1,Rent,High School,Widowed,6,0.0,26027.0,0.0028211584,-0.0028211583849042654,0.0
1048,11049,609,0.4255722656963295,188556,49,1,0,4650,1,1,Rent,PhD,Widowed,29,0.0,60450.0,0.00571611,-0.005716110114008188,0.0
1049,11050,407,0.182172942831834,54217,60,9,14,6472,1,21,Mortgage,PhD,Widowed,16,0.0,51776.0,0.00565799,-0.005657989997416735,0.0
1050,11051,684,0.0059417705901894,62154,18,3,19,12212,10,28,Mortgage,High School,Married,4,0.16440563,36636.0,0.17582275,-0.011417119733924869,0.22626585492671525
1051,11052,528,0.0964146209714001,81374,81,3,0,12471,17,6,Rent,High School,Widowed,1,0.0,162123.0,0.0030095992,-0.003009599167853594,0.0
1052,11053,829,0.7633125367574985,133454,48,2,1,18454,10,2,Mortgage,High School,Widowed,25,0.15617229,276810.0,0.16041398,-0.004241690484008798,0.2128374446248037
1053,11054,603,0.2573701817878503,179888,37,0,17,19788,8,1,Mortgage,High School,Widowed,23,0.15598,356184.0,0.17112894,-0.015148943562507622,0.21252695433757499
1054,11055,710,0.6909655030162515,178287,48,6,8,13469,3,14,Rent,Bachelor,Widowed,14,0.15810803,282849.0,0.16986279,-0.011754761895866384,0.2159709808136072
1055,11056,642,0.0990683240412069,195318,45,5,19,15991,0,6,Own,PhD,Single,22,0.16015585,319820.0,0.16466312,-0.004507271104240429,0.21930167341166817
1056,11057,790,0.1646510678923759,109782,59,8,17,9726,7,17,Own,High School,Widowed,28,0.0,116712.0,0.015944082,-0.01594408228993416,0.0
1057,11058,643,0.6339103753238905,67051,85,3,1,7034,4,0,Rent,High School,Married,1,0.16889998,105510.0,0.16388774,0.00501224081848145,0.23370830504853052
